App,Translated_Review,Sentiment,Sentiment_Polarity,Sentiment_Subjectivity
Calorie Counter - MyFitnessPal,"A good help keep track your calorie intake. Only downside calculate calories burnt weightlifting. If get function working, I gladly buy premium.",Positive,0.4,0.866666667
Calorie Counter - MyFitnessPal,"Absolute junk. This program consistent issues syncing multiple devices. From problems Fitbit problems Garmin, problems Android wear problems scale syncing garmin connect....the key junk software MyFitnessPal.",Positive,0.1125,0.5375
Calorie Counter - MyFitnessPal,"I expect convenience paid app. If set calories macros targets %, input multiple 5. For example, set 35% 40% target macros. And need 37% - sorry, app. If decide set targets grams, can't input number, scroll. Which nightmare when, let's say, 30g carbs day, next refeed 250g carbs, go back low. Very inconvenient stupid ways inputs. Not mention app's default suggestions calories, macros, calories split meals others nonsense.",Negative,-0.297142857,0.471428571
Calorie Counter - MyFitnessPal,When worked great features. The problem? It work. It consistently crashed. After week fighting I ditched it. Too bad features would helpful.,Positive,0.116666667,0.555555556
Calorie Counter - MyFitnessPal,"Been using mfp long time. Presently 200 days row. Evidence shows I log I eating I keep control things body. When I stop logging, skinny jeans go back closet.",Negative,-0.016666667,0.133333333
Calorie Counter - MyFitnessPal,"Great concept layout however 3 days I've found several foods bar code scanned inaccurate nutritional data, knowledge there's way edit correct data without completely adding entry manually. Also disappointed even premium cant estimate calories burnt strength exercises, worse yet cant add edit value making pretty pointless even track point.",Negative,-0.035714286,0.571428571
Calorie Counter - MyFitnessPal,"This optimisation issue LG G4 phones. The result phone unable restart becomes stuck whilst booting. Once issue resolved I amend review. Here report log phone developer: art/dex2oat/dex2oat.cc:416] dex2oat finish 570 seconds 08-05 11:56:43.933 447 592 E ThermalEngine: ACTION: CLUSTER - Setting CLUSTER[1] 1248000 08-05 11:56:43.963 447 592 E ThermalEngine: ACTION: CLUSTER - Setting CLUSTER[1] 1344000 08-05 11:56:43.965 436 436 E installd: DexInv: --- END '/data/app/com.myfitnesspal.android-1/base.apk' --- status=0x0100, process failed",Negative,-0.2,0.25
Calorie Counter - MyFitnessPal,It keeps saying cannot connect server. I tried uninstalling restarting phone still luck. It's like since last night,Neutral,0.0,0.066666667
Calorie Counter - MyFitnessPal,"I really liked able scan search huge database food adding easily many calories I consume but, I would like way keep track directly add calories I burned excercise without need another app. Since I already know much I burn excercises I did.",Positive,0.383333333,0.570833333
Calorie Counter - MyFitnessPal,I've used myfitnesspal since 2013. It's gotten better easier time passes. It easy even easier . I wish option mark day fasting day. Twice week 'dcolds' I've eaten enough.,Positive,0.311111111,0.611111111
Calorie Counter - MyFitnessPal,Finally sticking I started! Thanks Fitness Pal!,Positive,0.125,0.6
Calorie Counter - MyFitnessPal,It even let login. It keeps saying can't connect server. Fix it!,Neutral,0.0,0.0
Calorie Counter - MyFitnessPal,Couldn't even get passed log in. Tried two different emails even verifying I log in.. unfortunately,Negative,-0.25,0.8
Calorie Counter - MyFitnessPal,unusable. lags. tons ads . turns logging meal complicated frustrating procedure. hordid,Negative,-0.45,0.95
Calorie Counter - MyFitnessPal,"Fantastic, quick easy lost 1 stone weight can't complain, looking forward losing fun way",Positive,0.366666667,0.608333333
Calorie Counter - MyFitnessPal,Adding food getting logged properly.. need resolution please,Neutral,0.0,0.1
Calorie Counter - MyFitnessPal,There many ads get way. It's turned YouTube!,Positive,0.625,0.5
Calorie Counter - MyFitnessPal,Absolute joke! Can't even make account rubbish,Positive,0.25,0.9
Calorie Counter - MyFitnessPal,"I love app! It makes easy track food taking care newborn since many ways quickly add every brand food imaginable, including setting meals importing recipes minimal typing",Positive,0.358333333,0.606666667
Calorie Counter - MyFitnessPal,I eat thing every single morning I put tap I also eat similar things lunch dinner I put things together I go make I tap usually amounts day,Negative,-0.107142857,0.288095238
Calorie Counter - MyFitnessPal,I would prefer didnt purchases (subscription) good tried free month sure ill keep 10 bucks lot 5 would better.,Positive,0.32,0.757777778
Calorie Counter - MyFitnessPal,"Awesome ! Keeps track food items, macros, exercise gives detailed list end week! Way better Weight Watchers !!!!",Positive,0.833333333,0.75
Calorie Counter - MyFitnessPal,This would perfect tracked net carbs allowed calorie counts strength workouts.,Positive,0.5,0.5
Calorie Counter - MyFitnessPal,"The paid version great. Excellent charts help see percentages macros. Also good substitute ideas, selection groceries (info) seemingly limitless well. Best diet planner date!!!",Positive,0.875,0.6625
Calorie Counter - MyFitnessPal,No option build muscle slim,Neutral,0.0,0.0
Calorie Counter - MyFitnessPal,"The Food diary bit great, good, I keep uninstalling reinstall sync Strava, anything I put main",Positive,0.555555556,0.561111111
Calorie Counter - MyFitnessPal,Sucks even let get past email process... tired trying galaxy s9+,Negative,-0.316666667,0.416666667
Calorie Counter - MyFitnessPal,,,,
Calorie Counter - MyFitnessPal,"Best I've used, wish pay monthly cheaper. So buying premium yet",Positive,1.0,0.3
Calorie Counter - MyFitnessPal,Will let log many attempts.,Positive,0.5,0.5
Calorie Counter - MyFitnessPal,This makes life much easier!!,Positive,0.3125,0.2
Calorie Counter - MyFitnessPal,Was working great update. Now open phone. Good job.,Positive,0.5,0.616666667
Calorie Counter - MyFitnessPal,That lot rate features. I everyday. One aspect missing I pay full version. I beginning bodybuilding bodybuilding workouts I burn probably additional 2 300 calories however count calorie burn strength training workouts. That important feature feature available I definitely pay full version,Positive,0.157142857,0.521428571
Calorie Counter - MyFitnessPal,"There's ""low carb"" option, lack ""net carbs"" showstopper. When looking documentation, appears 67 pages people requesting ability record net carbs. All responses state they'll look future. This seems like classic case company listening users.",Positive,0.033333333,0.118333333
Calorie Counter - MyFitnessPal,"Great app, works! I'm guessing update last day, total calories calculating properly. I 0 left macros, 100 calories left use. That can't right!? Please fix I'll happily review rating! Ps - especially frustrating, TWO paid subscriptions house.",Positive,0.194642857,0.512797619
Calorie Counter - MyFitnessPal,Everytime I try go Steps states error occurred won't sync step counting. Very frustrating. Calorie counting awesome. Just wish worked partly work isnt helpful could,Positive,0.24,1.0
Calorie Counter - MyFitnessPal,Since I first rated 4* back 2013 UA taken fat bloated features I want can't really avoid. The simplicity usefulness sacrificed style corporate self promotion. Currently trying alternatives unlikely come back.,Negative,-0.007142857,0.204761905
Calorie Counter - MyFitnessPal,"This optimisation issue LG G4 phones. The result phone unable restart becomes stuck whilst booting. Once issue resolved I amend review. Here report log phone developer: art/dex2oat/dex2oat.cc:416] dex2oat finish 570 seconds 08-05 11:56:43.933 447 592 E ThermalEngine: ACTION: CLUSTER - Setting CLUSTER[1] 1248000 08-05 11:56:43.963 447 592 E ThermalEngine: ACTION: CLUSTER - Setting CLUSTER[1] 1344000 08-05 11:56:43.965 436 436 E installd: DexInv: --- END '/data/app/com.myfitnesspal.android-1/base.apk' --- status=0x0100, process failed",Negative,-0.2,0.25
Calorie Counter - MyFitnessPal,"Great app, useful, incredible amount foods available, daily calorie fine tuning function goals nice functionality. However, frequent issues synching steps trackers frustrating prevent giving 5 stars.",Positive,0.346296296,0.527777778
Calorie Counter - MyFitnessPal,"Doesn't connect Google Fit track steps. I wanted try see I could track carbs without premium, that's available premium. Which like I'm using, connect Google Fit carbs still premium feature. Definitely reason other. :(",Positive,0.054166667,0.5125
Calorie Counter - MyFitnessPal,"I love app. I Samsung phone naturally I also S Health, come close app. The complaint I (and big one) I can't submit daily diary I least X amount calories. I understand want eat X amount, choice. I able submit diary even I'm under. My body hungry still wanted eat more. I eat stomach growls I stop I'm satisfied. Right I'm morbidly obese, body asking much (trust plenty eat on), ask food feed it. Please fix issue I'll happy change review five stars.",Positive,0.232142857,0.463392857
Calorie Counter - MyFitnessPal,"A good help keep track your calorie intake. Only downside calculate calories burnt weightlifting. If get function working, I gladly buy premium.",Positive,0.4,0.866666667
Calorie Counter - MyFitnessPal,"Absolute junk. This program consistent issues syncing multiple devices. From problems Fitbit problems Garmin, problems Android wear problems scale syncing garmin connect....the key junk software MyFitnessPal.",Positive,0.1125,0.5375
Calorie Counter - MyFitnessPal,"I expect convenience paid app. If set calories macros targets %, input multiple 5. For example, set 35% 40% target macros. And need 37% - sorry, app. If decide set targets grams, can't input number, scroll. Which nightmare when, let's say, 30g carbs day, next refeed 250g carbs, go back low. Very inconvenient stupid ways inputs. Not mention app's default suggestions calories, macros, calories split meals others nonsense.",Negative,-0.297142857,0.471428571
Calorie Counter - MyFitnessPal,When worked great features. The problem? It work. It consistently crashed. After week fighting I ditched it. Too bad features would helpful.,Positive,0.116666667,0.555555556
Calorie Counter - MyFitnessPal,"Been using mfp long time. Presently 200 days row. Evidence shows I log I eating I keep control things body. When I stop logging, skinny jeans go back closet.",Negative,-0.016666667,0.133333333
Calorie Counter - MyFitnessPal,"Great concept layout however 3 days I've found several foods bar code scanned inaccurate nutritional data, knowledge there's way edit correct data without completely adding entry manually. Also disappointed even premium cant estimate calories burnt strength exercises, worse yet cant add edit value making pretty pointless even track point.",Negative,-0.035714286,0.571428571
Calorie Counter - MyFitnessPal,It keeps saying cannot connect server. I tried uninstalling restarting phone still luck. It's like since last night,Neutral,0.0,0.066666667
Calorie Counter - MyFitnessPal,"I really liked able scan search huge database food adding easily many calories I consume but, I would like way keep track directly add calories I burned excercise without need another app. Since I already know much I burn excercises I did.",Positive,0.383333333,0.570833333
Calorie Counter - MyFitnessPal,I've used myfitnesspal since 2013. It's gotten better easier time passes. It easy even easier . I wish option mark day fasting day. Twice week 'dcolds' I've eaten enough.,Positive,0.311111111,0.611111111
Calorie Counter - MyFitnessPal,Finally sticking I started! Thanks Fitness Pal!,Positive,0.125,0.6
Calorie Counter - MyFitnessPal,It even let login. It keeps saying can't connect server. Fix it!,Neutral,0.0,0.0
Calorie Counter - MyFitnessPal,Couldn't even get passed log in. Tried two different emails even verifying I log in.. unfortunately,Negative,-0.25,0.8
Calorie Counter - MyFitnessPal,unusable. lags. tons ads . turns logging meal complicated frustrating procedure. hordid,Negative,-0.45,0.95
Calorie Counter - MyFitnessPal,"Fantastic, quick easy lost 1 stone weight can't complain, looking forward losing fun way",Positive,0.366666667,0.608333333
Calorie Counter - MyFitnessPal,Adding food getting logged properly.. need resolution please,Neutral,0.0,0.1
Calorie Counter - MyFitnessPal,There many ads get way. It's turned YouTube!,Positive,0.625,0.5
Calorie Counter - MyFitnessPal,Absolute joke! Can't even make account rubbish,Positive,0.25,0.9
Calorie Counter - MyFitnessPal,"I love app! It makes easy track food taking care newborn since many ways quickly add every brand food imaginable, including setting meals importing recipes minimal typing",Positive,0.358333333,0.606666667
Calorie Counter - MyFitnessPal,I eat thing every single morning I put tap I also eat similar things lunch dinner I put things together I go make I tap usually amounts day,Negative,-0.107142857,0.288095238
Calorie Counter - MyFitnessPal,I would prefer didnt purchases (subscription) good tried free month sure ill keep 10 bucks lot 5 would better.,Positive,0.32,0.757777778
Calorie Counter - MyFitnessPal,"Awesome ! Keeps track food items, macros, exercise gives detailed list end week! Way better Weight Watchers !!!!",Positive,0.833333333,0.75
Calorie Counter - MyFitnessPal,This would perfect tracked net carbs allowed calorie counts strength workouts.,Positive,0.5,0.5
Calorie Counter - MyFitnessPal,"The paid version great. Excellent charts help see percentages macros. Also good substitute ideas, selection groceries (info) seemingly limitless well. Best diet planner date!!!",Positive,0.875,0.6625
Calorie Counter - MyFitnessPal,No option build muscle slim,Neutral,0.0,0.0
Calorie Counter - MyFitnessPal,"The Food diary bit great, good, I keep uninstalling reinstall sync Strava, anything I put main",Positive,0.555555556,0.561111111
Calorie Counter - MyFitnessPal,Sucks even let get past email process... tired trying galaxy s9+,Negative,-0.316666667,0.416666667
Calorie Counter - MyFitnessPal,,,,
Calorie Counter - MyFitnessPal,"Best I've used, wish pay monthly cheaper. So buying premium yet",Positive,1.0,0.3
Calorie Counter - MyFitnessPal,Will let log many attempts.,Positive,0.5,0.5
Calorie Counter - MyFitnessPal,This makes life much easier!!,Positive,0.3125,0.2
Calorie Counter - MyFitnessPal,Was working great update. Now open phone. Good job.,Positive,0.5,0.616666667
Calorie Counter - MyFitnessPal,That lot rate features. I everyday. One aspect missing I pay full version. I beginning bodybuilding bodybuilding workouts I burn probably additional 2 300 calories however count calorie burn strength training workouts. That important feature feature available I definitely pay full version,Positive,0.157142857,0.521428571
Calorie Counter - MyFitnessPal,"There's ""low carb"" option, lack ""net carbs"" showstopper. When looking documentation, appears 67 pages people requesting ability record net carbs. All responses state they'll look future. This seems like classic case company listening users.",Positive,0.033333333,0.118333333
Calorie Counter - MyFitnessPal,"Great app, works! I'm guessing update last day, total calories calculating properly. I 0 left macros, 100 calories left use. That can't right!? Please fix I'll happily review rating! Ps - especially frustrating, TWO paid subscriptions house.",Positive,0.194642857,0.512797619
Calorie Counter - MyFitnessPal,Everytime I try go Steps states error occurred won't sync step counting. Very frustrating. Calorie counting awesome. Just wish worked partly work isnt helpful could,Positive,0.24,1.0
Calorie Counter - MyFitnessPal,Since I first rated 4* back 2013 UA taken fat bloated features I want can't really avoid. The simplicity usefulness sacrificed style corporate self promotion. Currently trying alternatives unlikely come back.,Negative,-0.007142857,0.204761905
Calorie Counter - MyFitnessPal,"This optimisation issue LG G4 phones. The result phone unable restart becomes stuck whilst booting. Once issue resolved I amend review. Here report log phone developer: art/dex2oat/dex2oat.cc:416] dex2oat finish 570 seconds 08-05 11:56:43.933 447 592 E ThermalEngine: ACTION: CLUSTER - Setting CLUSTER[1] 1248000 08-05 11:56:43.963 447 592 E ThermalEngine: ACTION: CLUSTER - Setting CLUSTER[1] 1344000 08-05 11:56:43.965 436 436 E installd: DexInv: --- END '/data/app/com.myfitnesspal.android-1/base.apk' --- status=0x0100, process failed",Negative,-0.2,0.25
Calorie Counter - MyFitnessPal,"Great app, useful, incredible amount foods available, daily calorie fine tuning function goals nice functionality. However, frequent issues synching steps trackers frustrating prevent giving 5 stars.",Positive,0.346296296,0.527777778
Calorie Counter - MyFitnessPal,"Doesn't connect Google Fit track steps. I wanted try see I could track carbs without premium, that's available premium. Which like I'm using, connect Google Fit carbs still premium feature. Definitely reason other. :(",Positive,0.054166667,0.5125
Calorie Counter - MyFitnessPal,"I love app. I Samsung phone naturally I also S Health, come close app. The complaint I (and big one) I can't submit daily diary I least X amount calories. I understand want eat X amount, choice. I able submit diary even I'm under. My body hungry still wanted eat more. I eat stomach growls I stop I'm satisfied. Right I'm morbidly obese, body asking much (trust plenty eat on), ask food feed it. Please fix issue I'll happy change review five stars.",Positive,0.232142857,0.463392857
Calorie Counter - MyFitnessPal,"A good help keep track your calorie intake. Only downside calculate calories burnt weightlifting. If get function working, I gladly buy premium.",Positive,0.4,0.866666667
Calorie Counter - MyFitnessPal,"Absolute junk. This program consistent issues syncing multiple devices. From problems Fitbit problems Garmin, problems Android wear problems scale syncing garmin connect....the key junk software MyFitnessPal.",Positive,0.1125,0.5375
Calorie Counter - MyFitnessPal,"I expect convenience paid app. If set calories macros targets %, input multiple 5. For example, set 35% 40% target macros. And need 37% - sorry, app. If decide set targets grams, can't input number, scroll. Which nightmare when, let's say, 30g carbs day, next refeed 250g carbs, go back low. Very inconvenient stupid ways inputs. Not mention app's default suggestions calories, macros, calories split meals others nonsense.",Negative,-0.297142857,0.471428571
Calorie Counter - MyFitnessPal,When worked great features. The problem? It work. It consistently crashed. After week fighting I ditched it. Too bad features would helpful.,Positive,0.116666667,0.555555556
Calorie Counter - MyFitnessPal,"Been using mfp long time. Presently 200 days row. Evidence shows I log I eating I keep control things body. When I stop logging, skinny jeans go back closet.",Negative,-0.016666667,0.133333333
Calorie Counter - MyFitnessPal,"Great concept layout however 3 days I've found several foods bar code scanned inaccurate nutritional data, knowledge there's way edit correct data without completely adding entry manually. Also disappointed even premium cant estimate calories burnt strength exercises, worse yet cant add edit value making pretty pointless even track point.",Negative,-0.035714286,0.571428571
Calorie Counter - MyFitnessPal,It keeps saying cannot connect server. I tried uninstalling restarting phone still luck. It's like since last night,Neutral,0.0,0.066666667
Calorie Counter - MyFitnessPal,"I really liked able scan search huge database food adding easily many calories I consume but, I would like way keep track directly add calories I burned excercise without need another app. Since I already know much I burn excercises I did.",Positive,0.383333333,0.570833333
Calorie Counter - MyFitnessPal,I've used myfitnesspal since 2013. It's gotten better easier time passes. It easy even easier . I wish option mark day fasting day. Twice week 'dcolds' I've eaten enough.,Positive,0.311111111,0.611111111
Calorie Counter - MyFitnessPal,Finally sticking I started! Thanks Fitness Pal!,Positive,0.125,0.6
Calorie Counter - MyFitnessPal,It even let login. It keeps saying can't connect server. Fix it!,Neutral,0.0,0.0
Calorie Counter - MyFitnessPal,Couldn't even get passed log in. Tried two different emails even verifying I log in.. unfortunately,Negative,-0.25,0.8
Calorie Counter - MyFitnessPal,unusable. lags. tons ads . turns logging meal complicated frustrating procedure. hordid,Negative,-0.45,0.95
Calorie Counter - MyFitnessPal,"Fantastic, quick easy lost 1 stone weight can't complain, looking forward losing fun way",Positive,0.366666667,0.608333333
Calorie Counter - MyFitnessPal,Adding food getting logged properly.. need resolution please,Neutral,0.0,0.1
Calorie Counter - MyFitnessPal,There many ads get way. It's turned YouTube!,Positive,0.625,0.5
Calorie Counter - MyFitnessPal,Absolute joke! Can't even make account rubbish,Positive,0.25,0.9
Calorie Counter - MyFitnessPal,"I love app! It makes easy track food taking care newborn since many ways quickly add every brand food imaginable, including setting meals importing recipes minimal typing",Positive,0.358333333,0.606666667
Calorie Counter - MyFitnessPal,I eat thing every single morning I put tap I also eat similar things lunch dinner I put things together I go make I tap usually amounts day,Negative,-0.107142857,0.288095238
Calorie Counter - MyFitnessPal,I would prefer didnt purchases (subscription) good tried free month sure ill keep 10 bucks lot 5 would better.,Positive,0.32,0.757777778
Calorie Counter - MyFitnessPal,"Awesome ! Keeps track food items, macros, exercise gives detailed list end week! Way better Weight Watchers !!!!",Positive,0.833333333,0.75
Calorie Counter - MyFitnessPal,This would perfect tracked net carbs allowed calorie counts strength workouts.,Positive,0.5,0.5
Calorie Counter - MyFitnessPal,"The paid version great. Excellent charts help see percentages macros. Also good substitute ideas, selection groceries (info) seemingly limitless well. Best diet planner date!!!",Positive,0.875,0.6625
Calorie Counter - MyFitnessPal,No option build muscle slim,Neutral,0.0,0.0
Calorie Counter - MyFitnessPal,"The Food diary bit great, good, I keep uninstalling reinstall sync Strava, anything I put main",Positive,0.555555556,0.561111111
Calorie Counter - MyFitnessPal,Sucks even let get past email process... tired trying galaxy s9+,Negative,-0.316666667,0.416666667
Calorie Counter - MyFitnessPal,,,,
Calorie Counter - MyFitnessPal,"Best I've used, wish pay monthly cheaper. So buying premium yet",Positive,1.0,0.3
Calorie Counter - MyFitnessPal,Will let log many attempts.,Positive,0.5,0.5
Calorie Counter - MyFitnessPal,This makes life much easier!!,Positive,0.3125,0.2
Calorie Counter - MyFitnessPal,Was working great update. Now open phone. Good job.,Positive,0.5,0.616666667
Calorie Counter - MyFitnessPal,That lot rate features. I everyday. One aspect missing I pay full version. I beginning bodybuilding bodybuilding workouts I burn probably additional 2 300 calories however count calorie burn dur... Full Review,Positive,0.075,0.4375
Calorie Counter - MyFitnessPal,"There's ""low carb"" option, lack ""net carbs"" showstopper. When looking documentation, appears 67 pages people requesting ability record net carbs. All responses state they'll look future. This seems like classic case company listening users.",Positive,0.033333333,0.118333333
Calorie Counter - MyFitnessPal,"Great app, works! I'm guessing update last day, total calories calculating properly. I 0 left macros, 100 calories left use. That can't right!? Please fix I'll happily review rating! Ps - especially frustrating, TWO paid subscriptions house.",Positive,0.194642857,0.512797619
Calorie Counter - MyFitnessPal,Everytime I try go Steps states error occurred won't sync step counting. Very frustrating. Calorie counting awesome. Just wish worked partly work isnt helpful could,Positive,0.24,1.0
Calorie Counter - MyFitnessPal,Since I first rated 4* back 2013 UA taken fat bloated features I want can't really avoid. The simplicity usefulness sacrificed style corporate self promotion. Currently trying alternatives unlikely come back.,Negative,-0.007142857,0.204761905
Calorie Counter - MyFitnessPal,"This optimisation issue LG G4 phones. The result phone unable restart becomes stuck whilst booting. Once issue resolved I amend review. Here report log phone developer: art/dex2oat/dex2oat.cc:416] dex2oat finish 570 seconds 08-05 11:56:43.933 447 592 E ThermalEngine: ACTION: CLUSTER - Setting CLUSTER[1] 1248000 08-05 11:56:43.963 447 592 E ThermalEngine: ACTION: CLUSTER - Setting CLUSTER[1] 1344000 08-05 11:56:43.965 436 436 E installd: DexInv: --- END '/data/app/com.myfitnesspal.android-1/base.apk' --- status=0x0100, process failed",Negative,-0.2,0.25
Calorie Counter - MyFitnessPal,"Great app, useful, incredible amount foods available, daily calorie fine tuning function goals nice functionality. However, frequent issues synching steps trackers frustrating prevent giving 5 stars.",Positive,0.346296296,0.527777778
Calorie Counter - MyFitnessPal,"Doesn't connect Google Fit track steps. I wanted try see I could track carbs without premium, that's available premium. Which like I'm using, connect Google Fit carbs still premium feature. Definitely reason other. :(",Positive,0.054166667,0.5125
Calorie Counter - MyFitnessPal,"I love app. I Samsung phone naturally I also S Health, come close app. The complaint I (and big one) I can't submit daily diary I least X amount calories. I understand want eat X amount, choice. I able submit diary even I'm under. My body hungry still wanted eat more. I eat stomach growls I stop I'm satisfied. Right I'm morbidly obese, body asking much (trust plenty eat on), ask food feed it. Please fix issue I'll happy change review five stars.",Positive,0.232142857,0.463392857
Calorie Counter - MyFitnessPal,"A good help keep track your calorie intake. Only downside calculate calories burnt weightlifting. If get function working, I gladly buy premium.",Positive,0.4,0.866666667
Calorie Counter - MyFitnessPal,"Absolute junk. This program consistent issues syncing multiple devices. From problems Fitbit problems Garmin, problems Android wear problems scale syncing garmin connect....the key junk software MyFitnessPal.",Positive,0.1125,0.5375
Calorie Counter - MyFitnessPal,"I expect convenience paid app. If set calories macros targets %, input multiple 5. For example, set 35% 40% target macros. And need 37% - sorry, app. If decide set targets grams, can't input number, scroll. Which nightmare when, let's say, 30g carbs day, next refeed 250g carbs, go back low. Very inconvenient stupid ways inputs. Not mention app's default suggestions calories, macros, calories split meals others nonsense.",Negative,-0.297142857,0.471428571
Calorie Counter - MyFitnessPal,When worked great features. The problem? It work. It consistently crashed. After week fighting I ditched it. Too bad features would helpful.,Positive,0.116666667,0.555555556
Calorie Counter - MyFitnessPal,"Been using mfp long time. Presently 200 days row. Evidence shows I log I eating I keep control things body. When I stop logging, skinny jeans go back closet.",Negative,-0.016666667,0.133333333
Calorie Counter - MyFitnessPal,"Great concept layout however 3 days I've found several foods bar code scanned inaccurate nutritional data, knowledge there's way edit correct data without completely adding entry manually. Also disappointed even premium cant estimate calories burnt strength exercises, worse yet cant add edit value making pretty pointless even track point.",Negative,-0.035714286,0.571428571
Calorie Counter - MyFitnessPal,It keeps saying cannot connect server. I tried uninstalling restarting phone still luck. It's like since last night,Neutral,0.0,0.066666667
Calorie Counter - MyFitnessPal,"I really liked able scan search huge database food adding easily many calories I consume but, I would like way keep track directly add calories I burned excercise without need another app. Since I already know much I burn excercises I did.",Positive,0.383333333,0.570833333
Calorie Counter - MyFitnessPal,I've used myfitnesspal since 2013. It's gotten better easier time passes. It easy even easier . I wish option mark day fasting day. Twice week 'dcolds' I've eaten enough.,Positive,0.311111111,0.611111111
Calorie Counter - MyFitnessPal,Finally sticking I started! Thanks Fitness Pal!,Positive,0.125,0.6
Calorie Counter - MyFitnessPal,It even let login. It keeps saying can't connect server. Fix it!,Neutral,0.0,0.0
Calorie Counter - MyFitnessPal,Couldn't even get passed log in. Tried two different emails even verifying I log in.. unfortunately,Negative,-0.25,0.8
Calorie Counter - MyFitnessPal,unusable. lags. tons ads . turns logging meal complicated frustrating procedure. hordid,Negative,-0.45,0.95
Calorie Counter - MyFitnessPal,"Fantastic, quick easy lost 1 stone weight can't complain, looking forward losing fun way",Positive,0.366666667,0.608333333
Calorie Counter - MyFitnessPal,Adding food getting logged properly.. need resolution please,Neutral,0.0,0.1
Calorie Counter - MyFitnessPal,There many ads get way. It's turned YouTube!,Positive,0.625,0.5
Calorie Counter - MyFitnessPal,Absolute joke! Can't even make account rubbish,Positive,0.25,0.9
Calorie Counter - MyFitnessPal,"I love app! It makes easy track food taking care newborn since many ways quickly add every brand food imaginable, including setting meals importing recipes minimal typing",Positive,0.358333333,0.606666667
Calorie Counter - MyFitnessPal,I eat thing every single morning I put tap I also eat similar things lunch dinner I put things together I go make I tap usually amounts day,Negative,-0.107142857,0.288095238
Calorie Counter - MyFitnessPal,I would prefer didnt purchases (subscription) good tried free month sure ill keep 10 bucks lot 5 would better.,Positive,0.32,0.757777778
Calorie Counter - MyFitnessPal,"Awesome ! Keeps track food items, macros, exercise gives detailed list end week! Way better Weight Watchers !!!!",Positive,0.833333333,0.75
Calorie Counter - MyFitnessPal,This would perfect tracked net carbs allowed calorie counts strength workouts.,Positive,0.5,0.5
Calorie Counter - MyFitnessPal,"The paid version great. Excellent charts help see percentages macros. Also good substitute ideas, selection groceries (info) seemingly limitless well. Best diet planner date!!!",Positive,0.875,0.6625
Calorie Counter - MyFitnessPal,No option build muscle slim,Neutral,0.0,0.0
Calorie Counter - MyFitnessPal,"The Food diary bit great, good, I keep uninstalling reinstall sync Strava, anything I put main",Positive,0.555555556,0.561111111
Calorie Counter - MyFitnessPal,Sucks even let get past email process... tired trying galaxy s9+,Negative,-0.316666667,0.416666667
Calorie Counter - MyFitnessPal,,,,
Calorie Counter - MyFitnessPal,"Best I've used, wish pay monthly cheaper. So buying premium yet",Positive,1.0,0.3
Calorie Counter - MyFitnessPal,Will let log many attempts.,Positive,0.5,0.5
Calorie Counter - MyFitnessPal,This makes life much easier!!,Positive,0.3125,0.2
Calorie Counter - MyFitnessPal,Was working great update. Now open phone. Good job.,Positive,0.5,0.616666667
Calorie Counter - MyFitnessPal,"The great. The widget big though. It 3x2 min. It could easily 3x1 even 2x1. Please consider, thankyou.",Positive,0.411111111,0.561111111
Calorie Counter - MyFitnessPal,Users Personal info stolen via Database. Not good enough,Negative,-0.116666667,0.466666667
Calorie Counter - MyFitnessPal,Too many ads keeps starting I make comments.,Positive,0.25,0.3
Calorie Counter - MyFitnessPal,"Please add option to choose application language in the settings! I use cell phone in English, but I would like to use an application in Portuguese to facilitate searching for food day day.",Neutral,0.0,0.0
Calorie Counter - MyFitnessPal,Have able post pictures news feed.,Positive,0.5,0.625
Calorie Counter - MyFitnessPal,Very user friendly excellent tools track log food. I like location feature allows bring menu restaurant check food calories ordering.,Positive,0.525,0.6
Calorie Counter - MyFitnessPal,One best health there.,Positive,1.0,0.3
Calorie Counter - MyFitnessPal,"Looks intuitive, could log food, count steps (even though connected anoyher app), basically could operate anything app.",Neutral,0.0,0.0
Calorie Counter - MyFitnessPal,Good overall cant get connect pedometer app! Just takes :(,Negative,-0.016666667,0.533333333
Calorie Counter - MyFitnessPal,I can't even open app. I uninstalled reinstalled get past loading screen.,Negative,-0.125,0.375
Calorie Counter - MyFitnessPal,Easy track keto diet,Positive,0.433333333,0.833333333
Calorie Counter - MyFitnessPal,"I used love myfitnesspal recently got again, sync Fitbit. I've tried everything, show steps.",Positive,0.25,0.425
Calorie Counter - MyFitnessPal,Great way help keep track things improve health fitness,Positive,0.8,0.75
Calorie Counter - MyFitnessPal,Doesn't work China,Neutral,0.0,0.0
Calorie Counter - MyFitnessPal,Bloated ads useless information fitness.,Negative,-0.5,0.2
Calorie Counter - MyFitnessPal,Doesn't work. Can't login. No easy way get support.,Negative,-0.216666667,0.833333333
Calorie Counter - MyFitnessPal,It let sign account,Neutral,0.0,0.0
Calorie Counter - MyFitnessPal,let log,Neutral,0.0,0.0
Calorie Counter - MyFitnessPal,Could change password login,Neutral,0.0,0.0
Calorie Counter - MyFitnessPal,I cancelled 2 days trial ended still charged card.,Neutral,0.0,0.0
Calorie Counter - MyFitnessPal,I really like I can't get fitbit blaze show tracks computer,Positive,0.2,0.2
Calorie Counter - MyFitnessPal,Helps stay track every day! I know I'd without want again!,Neutral,0.0,0.0
Calorie Counter - MyFitnessPal,"Needs keto option, without net carbs really screws macros.",Positive,0.1,0.1
